"","Date","Individual","Foreigner","Institution"
"1312","14.03.12","4,890","-2,649","-1,694"
"1313","14.03.11","1,076","-425","-801"
"1314","14.03.10","3,015","-331","-2,659"
"1315","14.03.07","-122","2,000","-1,972"
"1316","14.03.06","96","847","-1,053"
"1317","14.03.05","-923","156","680"
"1318","14.03.04","1,746","-1,494","-403"
"1319","14.03.03","1,628","-759","-914"
"1320","14.02.28","-322","2,338","-1,553"
"1321","14.02.27","-746","1,408","-474"
"1322","14.02.26","-1,678","610","1,096"
"1323","14.02.25","-2,009","2,285","-338"
"1324","14.02.24","629","78","-704"
"1325","14.02.21","-2,733","3,155","-387"
"1326","14.02.20","1,896","-1,739","-203"
"1327","14.02.19","1,176","-521","-760"
"1328","14.02.18","795","-451","-278"
"1329","14.02.17","-1,322","237","1,074"
"1330","14.02.14","-257","26","186"
"1331","14.02.13","923","-1,076","93"
"1332","14.02.12","-391","-66","553"
"1333","14.02.11","-314","807","-576"
"1334","14.02.10","238","-1,408","1,126"
"1335","14.02.07","-1,324","1,618","-285"
"1336","14.02.06","-682","-1,149","1,907"
"1337","14.02.05","443","-2,788","2,340"
"1338","14.02.04","3,609","-6,516","2,618"
"1339","14.02.03","2,021","-4,066","2,052"
"1340","14.01.29","-2,067","213","1,805"
"1341","14.01.28","145","-3,089","2,892"
"1342","14.01.27","-21","-5,308","5,282"
"1343","14.01.24","2,074","-1,451","-776"
"1344","14.01.23","1,994","-1,583","-388"
"1345","14.01.22","-750","195","498"
"1346","14.01.21","-547","-141","592"
"1347","14.01.20","-304","-263","479"
"1348","14.01.17","725","-957","3"
"1349","14.01.16","-628","351","550"
"1350","14.01.15","539","-367","-240"
"1351","14.01.14","668","-246","-583"
"1352","14.01.13","216","-901","673"
"1353","14.01.10","1,784","-581","-1,430"
"1354","14.01.09","1,711","692","-2,719"
"1355","14.01.08","-517","1,618","-1,175"
"1356","14.01.07","-572","993","-468"
"1357","14.01.06","522","528","-1,141"
"1358","14.01.03","4,216","-3,091","-1,354"
"1359","14.01.02","4,733","-3,064","-1,750"
"1360","13.12.30","-1,437","1,220","193"
"1361","13.12.27","50","701","-710"
"1362","13.12.26","-6,144","-140","6,287"
"1363","13.12.24","-3,859","-549","4,564"
"1364","13.12.23","-2,636","612","2,235"
"1365","13.12.20","-1,832","-162","2,053"
"1366","13.12.19","-1,766","1,030","841"
"1367","13.12.18","-1,285","-1,336","2,652"
"1368","13.12.17","-771","484","945"
"1369","13.12.16","-266","-635","864"
"1370","13.12.13","1,001","-2,705","5,283"
"1371","13.12.12","3,046","-6,128","5,932"
"1372","13.12.11","1,089","-2,076","908"
"1373","13.12.10","-30","-1,207","1,114"
"1374","13.12.09","-1,657","681","808"
"1375","13.12.06","301","-814","407"
"1376","13.12.05","2,581","-3,368","535"
"1377","13.12.04","2,985","-3,366","1,611"
"1378","13.12.03","2,249","-532","-1,684"
"1379","13.12.02","1,772","528","-2,250"
"1380","13.11.29","-527","903","-490"
"1381","13.11.28","-4,176","1,607","2,692"
"1382","13.11.27","-1,010","419","1,073"
"1383","13.11.26","-361","99","202"
"1384","13.11.25","-1,438","863","740"
"1385","13.11.22","-834","-261","1,046"
"1386","13.11.21","2,551","-2,283","-561"
"1387","13.11.20","1,004","872","-1,074"
"1388","13.11.19","-3,679","2,458","1,355"
"1389","13.11.18","-453","-133","612"
"1390","13.11.15","-2,432","585","1,864"
"1391","13.11.14","1,494","-657","-867"
"1392","13.11.13","2,319","-1,852","-539"
"1393","13.11.12","-388","-101","401"
"1394","13.11.11","915","-652","-94"
"1395","13.11.08","2,079","-2,698","902"
"1396","13.11.07","1,765","-568","-1,160"
"1397","13.11.06","1,128","-113","-1,065"
"1398","13.11.05","1,992","-391","-1,514"
"1399","13.11.04","1,520","-1,804","349"
"1400","13.11.01","-889","1,726","-774"
"1401","13.10.31","2,405","-246","-2,289"
"1402","13.10.30","-820","1,473","-672"
"1403","13.10.29","-334","1,233","-910"
"1404","13.10.28","-1,059","1,163","-316"
"1405","13.10.25","1,775","117","-1,799"
"1406","13.10.24","237","1,196","-1,490"
"1407","13.10.23","1,279","5,922","-7,178"
"1408","13.10.22","-1,314","1,537","-67"
"1409","13.10.21","147","1,921","-2,019"
"1410","13.10.18","-1,276","3,069","-1,628"
"1411","13.10.17","-318","2,910","-2,328"
"1412","13.10.16","-403","2,010","-1,381"
"1413","13.10.15","-1,843","3,218","-692"
"1414","13.10.14","570","1,956","-2,439"
"1415","13.10.11","-2,750","2,802","1,295"
"1416","13.10.10","1,586","1,614","-3,106"
"1417","13.10.08","270","4,421","-4,309"
"1418","13.10.07","-449","2,260","-1,632"
"1419","13.10.04","-1,522","4,214","-2,478"
"1420","13.10.02","210","2,242","-2,267"
"1421","13.10.01","-1,480","1,870","-274"
"1422","13.09.30","37","1,143","-855"
"1423","13.09.27","-936","2,227","-1,257"
"1424","13.09.26","-1,171","2,102","-967"
"1425","13.09.25","1,168","2,390","-3,304"
"1426","13.09.24","442","747","-1,035"
"1427","13.09.23","-441","3,142","-2,701"
"1428","13.09.17","-783","3,913","-3,200"
"1429","13.09.16","-2,863","5,080","-2,043"
"1430","13.09.13","-123","4,121","-3,739"
"1431","13.09.12","-3,554","14,279","-10,314"
"1432","13.09.11","-3,443","6,897","-3,333"
"1433","13.09.10","-4,508","7,822","-3,040"
"1434","13.09.09","-4,136","5,637","-1,220"
"1435","13.09.06","-2,383","4,991","-2,290"
"1436","13.09.05","-3,752","5,141","-1,137"
"1437","13.09.04","-771","2,590","1,287"
"1438","13.09.03","-2,895","2,523","461"
"1439","13.09.02","-1,291","809","432"
"1440","13.08.30","-4,386","5,054","-550"
"1441","13.08.29","-5,147","4,626","622"
"1442","13.08.28","-1,897","1,334","736"
"1443","13.08.27","-1,708","1,111","560"
"1444","13.08.26","-2,008","1,838","387"
"1445","13.08.23","-543","1,180","-574"
"1446","13.08.22","465","-959","512"
"1447","13.08.21","709","-1,401","814"
"1448","13.08.20","29","2,998","-2,969"
"1449","13.08.19","659","1,287","-1,965"
"1450","13.08.16","-1,945","2,180","-95"
"1451","13.08.14","-3,234","3,527","-308"
"1452","13.08.13","-3,110","1,654","1,416"
"1453","13.08.12","-407","-600","961"
"1454","13.08.09","462","-508","-42"
"1455","13.08.08","363","-1,656","1,207"
"1456","13.08.07","2,047","-1,298","-706"
"1457","13.08.06","467","-1,522","1,069"
"1458","13.08.05","35","880","-934"
"1459","13.08.02","-507","781","-251"
"1460","13.08.01","-524","621","-112"
"1461","13.07.31","-1,112","121","1,026"
"1462","13.07.30","-3,149","962","2,375"
"1463","13.07.29","529","815","-1,366"
"1464","13.07.26","-969","2,084","-1,114"
"1465","13.07.25","-786","1,592","-734"
"1466","13.07.24","-2,023","1,888","178"
"1467","13.07.23","-3,322","3,121","304"
"1468","13.07.22","-1,516","221","1,439"
"1469","13.07.19","242","-1,072","700"
"1470","13.07.18","1,152","-1,094","-38"
"1471","13.07.17","-3,572","1,311","2,301"
"1472","13.07.16","694","318","-1,032"
"1473","13.07.15","-628","1,119","-392"
"1474","13.07.12","57","1,408","-1,499"
"1475","13.07.11","-5,736","2,900","2,835"
"1476","13.07.10","397","-380","38"
"1477","13.07.09","-553","-885","1,401"
"1478","13.07.08","317","-1,914","1,545"
"1479","13.07.05","2,424","-1,438","-1,025"
"1480","13.07.04","15","-775","780"
"1481","13.07.03","2,706","-2,339","-335"
"1482","13.07.02","-607","465","196"
"1483","13.07.01","713","-444","-656"
"1484","13.06.28","-3,585","4,908","-1,249"
"1485","13.06.27","-579","1,147","-699"
"1486","13.06.26","1,973","-2,118","211"
"1487","13.06.25","-952","-1,349","2,123"
"1488","13.06.24","1,461","-2,431","939"
"1489","13.06.21","1,033","-8,009","7,008"
"1490","13.06.20","2,259","-4,562","2,328"
"1491","13.06.19","1,203","-1,254","80"
"1492","13.06.18","-462","-1,506","1,946"
"1493","13.06.17","-623","-618","1,259"
"1494","13.06.14","-85","-3,706","3,726"
"1495","13.06.13","4,473","-9,536","4,874"
"1496","13.06.12","1,898","-4,189","2,260"
"1497","13.06.11","3,230","-5,704","2,477"
"1498","13.06.10","1,996","-3,248","1,228"
"1499","13.06.07","5,617","-9,281","3,479"
"1500","13.06.05","728","297","-893"
"1501","13.06.04","-437","1,284","-869"
"1502","13.06.03","663","-81","-556"
"1503","13.05.31","-2,067","1,867","182"
"1504","13.05.30","-2,235","3,912","-1,579"
"1505","13.05.29","-2,896","3,863","-665"
"1506","13.05.28","-400","-556","993"
"1507","13.05.27","-1,399","440","992"
"1508","13.05.24","823","-852","61"
"1509","13.05.23","2,056","-54","-1,979"
"1510","13.05.22","-2,310","1,296","1,147"
"1511","13.05.21","104","643","-700"
"1512","13.05.20","560","903","-1,405"
"1513","13.05.16","-4,650","3,047","1,687"
"1514","13.05.15","-450","-392","892"
"1515","13.05.14","-2,926","1,611","1,236"
"1516","13.05.13","571","-884","432"
"1517","13.05.10","4,145","-1,588","-2,561"
"1518","13.05.09","-3,218","1,403","1,825"
"1519","13.05.08","1,827","-2,676","1,264"
"1520","13.05.07","1,546","-2,502","1,074"
"1521","13.05.06","1,005","-588","-272"
"1522","13.05.03","-965","-375","1,410"
"1523","13.05.02","1,383","-871","-331"
"1524","13.04.30","-3,567","315","4,034"
"1525","13.04.29","145","-1,793","1,575"
"1526","13.04.26","417","-1,248","857"
"1527","13.04.25","-1,500","509","855"
"1528","13.04.24","-1,384","-214","1,352"
"1529","13.04.23","562","-1,180","369"
"1530","13.04.22","-127","-86","198"
"1531","13.04.19","765","-2,338","1,570"
"1532","13.04.18","2,630","-2,355","-373"
"1533","13.04.17","1,059","-2,078","1,103"
"1534","13.04.16","1,299","-2,407","1,072"
"1535","13.04.15","1,780","-1,179","-630"
"1536","13.04.12","2,958","-418","-2,354"
"1537","13.04.11","-127","2,614","-2,179"
"1538","13.04.10","-114","512","-427"
"1539","13.04.09","-1,123","-782","1,999"
"1540","13.04.08","444","-3,668","3,534"
"1541","13.04.05","2,888","-6,804","3,861"
"1542","13.04.04","-278","-4,679","4,924"
"1543","13.04.03","-46","-2,190","2,303"
"1544","13.04.02","1,333","327","-1,631"
"1545","13.04.01","553","-573","37"
"1546","13.03.29","-2,811","1,353","1,595"
"1547","13.03.28","-341","-1,508","1,933"
"1548","13.03.27","-1,533","-2,131","3,649"
"1549","13.03.26","-858","-347","1,037"
"1550","13.03.25","-627","-929","1,598"
"1551","13.03.22","1,181","-3,302","2,169"
"1552","13.03.21","2,541","-2,692","150"
"1553","13.03.20","2,740","-3,743","941"
"1554","13.03.19","653","-1,828","936"
"1555","13.03.18","2,042","-3,569","1,501"
"1556","13.03.15","3,157","-5,697","2,444"
"1557","13.03.14","2,551","-2,169","-429"
"1558","13.03.13","665","79","-692"
"1559","13.03.12","1,233","-909","-357"
"1560","13.03.11","-1,648","-2,082","3,780"
"1561","13.03.08","-721","-42","755"
"1562","13.03.07","1,492","-506","-1,035"
"1563","13.03.06","-782","262","606"
"1564","13.03.05","-42","917","-778"
"1565","13.03.04","150","4,187","-4,184"
"1566","13.02.28","-4,594","2,020","2,828"
"1567","13.02.27","-502","-182","635"
"1568","13.02.26","1,352","-365","233"
"1569","13.02.25","720","392","-989"
"1570","13.02.22","-1,969","256","1,880"
"1571","13.02.21","141","2,849","-2,799"
"1572","13.02.20","-7,609","5,797","2,260"
"1573","13.02.19","-655","621","84"
"1574","13.02.18","-599","168","431"
"1575","13.02.15","-608","-21","562"
"1576","13.02.14","-1,221","910","227"
"1577","13.02.13","-3,569","1,103","2,470"
"1578","13.02.12","119","1,260","-1,521"
"1579","13.02.08","-1,332","547","630"
"1580","13.02.07","145","849","-895"
"1581","13.02.06","1,066","-820","-175"
"1582","13.02.05","1,256","67","-1,278"
"1583","13.02.04","166","492","-715"
"1584","13.02.01","38","-297","18"
"1585","13.01.31","-496","-822","1,272"
"1586","13.01.30","-651","-854","1,561"
"1587","13.01.29","-1,767","-322","2,165"
"1588","13.01.28","712","-4,901","4,158"
"1589","13.01.25","3,507","-4,890","1,319"
"1590","13.01.24","1,720","-1,936","374"
"1591","13.01.23","1,206","171","-1,196"
"1592","13.01.22","60","-2,065","2,208"
"1593","13.01.21","119","-1,828","1,804"
"1594","13.01.18","-46","308","-145"
"1595","13.01.17","863","-1,143","467"
"1596","13.01.16","1,317","-884","-352"
"1597","13.01.15","1,840","-2,248","443"
"1598","13.01.14","31","-920","985"
"1599","13.01.11","1,673","-90","-1,547"
"1600","13.01.10","435","-27","-423"
"1601","13.01.09","1,311","87","-1,324"
"1602","13.01.08","784","450","-1,128"
"1603","13.01.07","256","-439","234"
"1604","13.01.04","865","561","-1,349"
"1605","13.01.03","-446","1,115","-700"
"1606","13.01.02","-2,525","1,736","764"
"1607","12.12.28","-1,398","-243","1,792"
"1608","12.12.27","1,287","-1,663","454"
"1609","12.12.26","-4,770","2,333","2,529"
"1610","12.12.24","-2,253","2,227","143"
"1611","12.12.21","-2,378","3,800","-726"
"1612","12.12.20","-2,917","3,092","1,754"
"1613","12.12.18","-2,587","2,159","375"
"1614","12.12.17","-263","1,717","-1,274"
"1615","12.12.14","151","792","-818"
"1616","12.12.13","-4,859","5,329","-239"
"1617","12.12.12","-2,447","2,059","559"
"1618","12.12.11","-2,809","1,994","809"
"1619","12.12.10","-207","2,788","-2,553"
"1620","12.12.07","-3,045","1,981","912"
"1621","12.12.06","-2,070","2,139","-110"
"1622","12.12.05","-1,619","1,398","807"
"1623","12.12.04","26","943","-934"
"1624","12.12.03","-663","2,712","-1,945"
"1625","12.11.30","-1,913","915","955"
"1626","12.11.29","-3,281","432","2,616"
"1627","12.11.28","740","-2,635","1,645"
"1628","12.11.27","-3,160","-675","3,828"
"1629","12.11.26","-937","267","676"
"1630","12.11.23","-1,998","1,622","485"
"1631","12.11.22","-2,175","-391","2,617"
"1632","12.11.21","-1,004","1,606","-801"
"1633","12.11.20","-1,273","528","559"
"1634","12.11.19","-388","-1,330","1,666"
"1635","12.11.16","-385","-1,346","1,679"
"1636","12.11.15","316","-2,579","1,826"
"1637","12.11.14","-450","-692","1,038"
"1638","12.11.13","96","-20","-175"
"1639","12.11.12","369","-1,566","1,048"
"1640","12.11.09","1,891","-2,645","591"
"1641","12.11.08","4,006","-1,193","-3,012"
"1642","12.11.07","-1,066","1,298","-330"
"1643","12.11.06","-1,670","32","1,643"
"1644","12.11.05","720","-533","-112"
"1645","12.11.02","-1,971","1,381","4,017"
"1646","12.11.01","1,623","2,073","-3,818"
"1647","12.10.31","-1,657","-461","2,145"
"1648","12.10.30","-1,343","1,019","277"
"1649","12.10.29","-1,215","-1,248","2,408"
"1650","12.10.26","1,606","-1,669","94"
"1651","12.10.25","675","-19","-741"
"1652","12.10.24","1,142","-3,197","1,759"
"1653","12.10.23","2,065","-551","-1,485"
"1654","12.10.22","1,322","-724","-660"
"1655","12.10.19","140","-2,204","2,115"
"1656","12.10.18","-2,496","516","2,155"
"1657","12.10.17","-1,521","267","1,272"
"1658","12.10.16","302","-340","88"
"1659","12.10.15","436","-1,697","1,390"
"1660","12.10.12","1,824","-2,880","1,147"
"1661","12.10.11","5,429","-1,974","-3,420"
"1662","12.10.10","3,894","823","-2,789"
"1663","12.10.09","319","-660","386"
"1664","12.10.08","1,778","3,754","-1,258"
"1665","12.10.05","-719","-479","1,261"
"1666","12.10.04","2,098","-611","-1,660"
"1667","12.10.02","483","480","-1,083"
"1668","12.09.28","-829","2,318","-452"
"1669","12.09.27","447","-1,304","924"
"1670","12.09.26","1,358","237","-1,613"
"1671","12.09.25","78","-123","839"
"1672","12.09.24","-25","12","39"
"1673","12.09.21","-1,427","1,679","-207"
"1674","12.09.20","557","1,678","-2,103"
"1675","12.09.19","-133","1,749","-1,508"
"1676","12.09.18","-488","570","4"
"1677","12.09.17","-732","5,078","-4,365"
"1678","12.09.14","-14,510","12,726","2,154"
"1679","12.09.13","-225","1,265","-1,142"
"1680","12.09.12","-5,018","595","4,367"
"1681","12.09.11","570","2,090","-1,472"
"1682","12.09.10","-1,477","2,088","-670"
"1683","12.09.07","-7,337","3,078","4,096"
"1684","12.09.06","1,127","-1,929","688"
"1685","12.09.05","5,490","-597","-4,893"
"1686","12.09.04","298","324","-492"
"1687","12.09.03","-597","700","-279"
"1688","12.08.31","1,419","-473","-992"
"1689","12.08.30","3,144","-1,527","-1,713"
"1690","12.08.29","-1,075","-1,257","2,246"
"1691","12.08.28","1,452","-1,146","-291"
"1692","12.08.27","-1,942","3,506","-1,241"
"1693","12.08.24","717","-2,162","1,448"
"1694","12.08.23","-371","1,016","-505"
"1695","12.08.22","-260","1,863","-1,479"
"1696","12.08.21","-1,851","2,479","-554"
"1697","12.08.20","-967","342","480"
"1698","12.08.17","-3,005","3,155","209"
"1699","12.08.16","-2,478","3,513","-902"
"1700","12.08.14","-3,606","4,296","-633"
"1701","12.08.13","-271","2,650","-2,332"
"1702","12.08.10","-3,520","6,569","-2,863"
"1703","12.08.09","-14,284","15,650","-964"
"1704","12.08.08","-8,245","7,329","885"
"1705","12.08.07","-2,278","609","1,707"
"1706","12.08.06","-5,350","1,624","3,765"
"1707","12.08.03","402","-616","175"
"1708","12.08.02","-2,133","2,110","74"
"1709","12.08.01","-2,524","479","2,192"
"1710","12.07.31","-10,939","6,153","5,003"
"1711","12.07.30","-4,380","4,920","-544"
"1712","12.07.27","-7,195","4,781","2,523"
"1713","12.07.26","-789","-441","1,262"
"1714","12.07.25","-767","-884","1,712"
"1715","12.07.24","291","-212","-105"
"1716","12.07.23","2,671","-1,857","-898"
"1717","12.07.20","-1,740","1,961","-384"
"1718","12.07.19","-3,854","707","3,302"
"1719","12.07.18","2,255","-436","-1,919"
"1720","12.07.17","-2,165","3,170","5,837"
"1721","12.07.16","318","-800","478"
"1722","12.07.13","-1,269","-3,358","4,606"
"1723","12.07.12","4,916","-2,394","-2,621"
"1724","12.07.11","2,306","-2,278","-84"
"1725","12.07.10","1,720","-1,139","-568"
"1726","12.07.09","2,457","-3,360","698"
"1727","12.07.06","1,880","192","-2,001"
"1728","12.07.05","-1,655","167","1,225"
"1729","12.07.04","-1,488","1,728","-199"
"1730","12.07.03","-4,146","151","3,934"
"1731","12.07.02","-1,457","416","1,066"
"1732","12.06.29","-2,239","-1,556","3,669"
"1733","12.06.28","153","-626","349"
"1734","12.06.27","2,013","-2,410","711"
"1735","12.06.26","2,469","-3,034","419"
"1736","12.06.25","5,494","-4,905","-782"
"1737","12.06.22","7,321","-2,332","-5,093"
"1738","12.06.21","-794","275","545"
"1739","12.06.20","-1,534","2,345","-844"
"1740","12.06.19","-1,665","1,919","-129"
"1741","12.06.18","-3,832","3,730","243"
"1742","12.06.15","-997","-2,002","3,046"
"1743","12.06.14","-2,764","770","2,041"
"1744","12.06.13","-1,511","1,557","-2"
"1745","12.06.12","430","-394","-104"
"1746","12.06.11","-2,502","2,170","176"
"1747","12.06.08","-590","16","524"
"1748","12.06.07","-4,759","2,916","2,081"
"1749","12.06.05","-2,147","-3,332","5,450"
"1750","12.06.04","-1,427","-2,841","4,487"
"1751","12.06.01","1,231","-2,022","836"
"1752","12.05.31","477","-177","-384"
"1753","12.05.30","618","63","-765"
"1754","12.05.29","-3,056","290","2,568"
"1755","12.05.25","-473","-1,355","1,679"
"1756","12.05.24","41","-2,337","2,208"
"1757","12.05.23","1,680","-3,825","1,919"
"1758","12.05.22","1,095","-60","-980"
"1759","12.05.21","870","-571","-137"
"1760","12.05.18","2,886","-4,286","1,291"
"1761","12.05.17","1,075","-487","-645"
"1762","12.05.16","2,723","-4,906","2,148"
"1763","12.05.15","241","-1,870","1,638"
"1764","12.05.14","939","-1,577","664"
"1765","12.05.11","2,672","-1,668","-1,174"
"1766","12.05.10","2,444","-2,083","-557"
"1767","12.05.09","2,194","-3,468","1,343"
"1768","12.05.08","1,341","-3,246","1,892"
"1769","12.05.07","4,564","-4,440","-40"
"1770","12.05.04","441","-957","508"
"1771","12.05.03","285","-1,345","1,159"
"1772","12.05.02","1,277","-1,332","182"
"1773","12.04.30","-2,786","3,119","-104"
"1774","12.04.27","-2,439","3,289","-946"
"1775","12.04.26","-1,985","1,818","338"
"1776","12.04.25","-238","7","284"
"1777","12.04.24","502","59","-636"
"1778","12.04.23","-917","-1,276","2,082"
"1779","12.04.20","4,181","-3,300","-966"
"1780","12.04.19","641","-900","68"
"1781","12.04.18","762","-1,233","586"
"1782","12.04.17","2,139","-2,987","771"
"1783","12.04.16","3,813","-1,239","-2,631"
"1784","12.04.13","-1,283","301","4,503"
"1785","12.04.12","2,012","-3,581","1,507"
"1786","12.04.10","-612","-820","1,583"
"1787","12.04.09","2,360","-565","-1,793"
"1788","12.04.06","1,420","2,288","-3,959"
"1789","12.04.05","680","56","-667"
"1790","12.04.04","1,698","2,276","2,040"
"1791","12.04.03","-3,919","2,623","1,176"
"1792","12.04.02","-63","-171","273"
"1793","12.03.30","-10","228","-213"
"1794","12.03.29","905","392","-1,292"
"1795","12.03.28","90","-546","448"
"1796","12.03.27","-2,116","3,447","-1,183"
"1797","12.03.26","3,059","-416","-2,202"
"1798","12.03.23","1,037","469","-1,516"
"1799","12.03.22","977","-482","-323"
"1800","12.03.21","3,417","-1,463","-1,850"
"1801","12.03.20","1,764","117","-1,703"
"1802","12.03.19","830","367","-631"
"1803","12.03.16","1,511","1,548","-1,120"
"1804","12.03.15","775","1,677","-2,429"
"1805","12.03.14","-4,792","5,366","-192"
"1806","12.03.13","-3,131","1,202","2,181"
"1807","12.03.12","2,863","-1,468","-1,424"
"1808","12.03.09","-1,024","155","808"
"1809","12.03.08","2,031","-4,191","2,004"
"1810","12.03.07","3,505","-3,721","189"
"1811","12.03.06","2,985","-2,258","-621"
"1812","12.03.05","2,721","-477","-2,242"
"1813","12.03.02","-3,143","3,694","-382"
"1814","12.02.29","-5,253","5,288","35"
"1815","12.02.28","-1,615","-796","2,436"
"1816","12.02.27","3,008","-284","-2,374"
"1817","12.02.24","-677","1,746","-1,012"
"1818","12.02.23","2,381","-151","-2,046"
"1819","12.02.22","-163","3,088","-2,707"
"1820","12.02.21","1,806","1,247","-2,910"
"1821","12.02.20","666","1,628","-2,101"
"1822","12.02.17","-3,029","2,588","449"
"1823","12.02.16","4,179","-518","-3,663"
"1824","12.02.15","-3,412","2,542","1,157"
"1825","12.02.14","1,479","217","-1,654"
"1826","12.02.13","-1,786","1,654","422"
"1827","12.02.10","3,195","900","-3,955"
"1828","12.02.09","445","1,043","-1,542"
"1829","12.02.08","-4,045","4,006","-18"
"1830","12.02.07","-2,544","3,636","-879"
"1831","12.02.06","-1,460","1,801","-269"
"1832","12.02.03","3,501","-1,208","-2,337"
"1833","12.02.02","-7,662","10,095","-2,229"
"1834","12.02.01","-1,976","4,156","-2,190"
"1835","12.01.31","-323","1,402","-1,068"
"1836","12.01.30","1,715","-751","-936"
"1837","12.01.27","-2,509","4,911","-2,284"
"1838","12.01.26","-2,701","4,646","-1,776"
"1839","12.01.25","-3,964","9,424","-5,109"
"1840","12.01.20","-11,515","14,404","-2,521"
"1841","12.01.19","-7,318","7,404","200"
"1842","12.01.18","-2,911","4,450","-1,614"
"1843","12.01.17","-6,763","4,229","2,730"
"1844","12.01.16","1,406","66","-1,396"
"1845","12.01.13","-3,375","6,053","4,325"
"1846","12.01.12","-2,741","1,668","936"
"1847","12.01.11","-858","1,126","-420"
"1848","12.01.10","-5,370","253","6,079"
"1849","12.01.09","3,706","-757","-2,807"
"1850","12.01.06","3,039","-483","-2,691"
"1851","12.01.05","-2,308","-416","2,799"
"1852","12.01.04","-3,921","2,881","1,100"
"1853","12.01.03","-9,710","3,026","6,776"
"1854","12.01.02","72","-1,023","922"
"1855","11.12.29","-989","127","1,134"
"1856","11.12.28","1,842","305","-1,995"
"1857","11.12.27","-2,093","957","1,420"
"1858","11.12.26","129","819","-569"
"1859","11.12.23","-5,305","1,857","3,664"
"1860","11.12.22","-753","-189","975"
"1861","11.12.21","-5,690","3,255","3,333"
"1862","11.12.20","1,668","-3,207","1,590"
"1863","11.12.19","1,666","-2,407","81"
"1864","11.12.16","1,452","335","-1,805"
"1865","11.12.15","4,857","-2,859","-2,053"
"1866","11.12.14","2,427","-3,464","1,222"
"1867","11.12.13","3,886","-2,041","-2,042"
"1868","11.12.12","-667","26","630"
"1869","11.12.09","5,792","-4,202","-1,611"
"1870","11.12.08","-249","2,028","-1,557"
"1871","11.12.07","-2,883","-286","3,367"
"1872","11.12.06","-1,274","-1,602","2,889"
"1873","11.12.05","-397","-728","1,131"
"1874","11.12.02","-4,955","995","6,292"
"1875","11.12.01","-16,809","6,279","10,493"
"1876","11.11.30","-6,389","3,887","2,597"
"1877","11.11.29","-9,560","4,148","6,403"
"1878","11.11.28","-3,703","-1,981","5,333"
"1879","11.11.25","360","-3,544","3,124"
"1880","11.11.24","-535","-2,722","3,283"
"1881","11.11.23","3,721","-4,210","311"
"1882","11.11.22","1,770","-3,263","1,194"
"1883","11.11.21","2,497","-2,884","138"
"1884","11.11.18","6,229","-3,996","-2,547"
"1885","11.11.17","2,650","-3,401","531"
"1886","11.11.16","1,592","896","-2,591"
"1887","11.11.15","387","-797","411"
"1888","11.11.14","-4,546","1,330","3,226"
"1889","11.11.11","2,070","-2,634","308"
"1890","11.11.10","6,282","-5,037","-1,796"
"1891","11.11.09","-606","-2,677","3,337"
"1892","11.11.08","-1,071","241","877"
"1893","11.11.07","962","1,348","-2,475"
"1894","11.11.04","-8,223","626","7,221"
"1895","11.11.03","4,584","-333","-4,101"
"1896","11.11.02","1,988","-3,493","1,463"
"1897","11.11.01","-158","1,692","-1,641"
"1898","11.10.31","2,477","1,384","-3,815"
"1899","11.10.28","-6,679","4,532","2,530"
"1900","11.10.27","-5,088","1,686","3,405"
"1901","11.10.26","-514","-1,030","1,364"
"1902","11.10.25","-1,789","3,543","-1,888"
"1903","11.10.24","-7,368","1,817","5,762"
"1904","11.10.21","263","-2,581","2,256"
"1905","11.10.20","906","-1,122","11"
"1906","11.10.19","596","-269","-502"
"1907","11.10.18","2,123","1,438","2,098"
"1908","11.10.17","-3,553","2,527","765"
"1909","11.10.14","-1,021","436","521"
"1910","11.10.13","-1,898","4,404","-2,248"
"1911","11.10.12","-583","-57","538"
"1912","11.10.11","-5,958","3,309","2,871"
"1913","11.10.10","-969","-1,010","1,942"
"1914","11.10.07","-8,695","3,808","4,510"
"1915","11.10.06","-7,139","1,176","5,492"
"1916","11.10.05","778","-3,012","1,750"
"1917","11.10.04","6,503","-4,499","-2,100"
"1918","11.09.30","-1,873","2,198","-665"
"1919","11.09.29","-2,996","1,188","1,896"
"1920","11.09.28","-553","3,261","-2,973"
"1921","11.09.27","-3,222","1,644","1,725"
"1922","11.09.26","-4,355","-2,614","6,986"
"1923","11.09.23","9,071","-6,683","-3,030"
"1924","11.09.22","7,625","-3,037","-4,773"
"1925","11.09.21","-3,240","2,656","734"
"1926","11.09.20","-2,739","-1,828","4,509"
"1927","11.09.19","403","29","-487"
"1928","11.09.16","-11,035","911","9,901"
"1929","11.09.15","42","-1,934","1,747"
"1930","11.09.14","4,527","-6,880","1,940"
"1931","11.09.09","1,457","-1,135","-386"
"1932","11.09.08","-4,999","-55","4,933"
"1933","11.09.07","-1,311","-3,288","4,729"
"1934","11.09.06","4,377","-4,360","-94"
"1935","11.09.05","7,400","-3,298","-4,293"
"1936","11.09.02","3,966","-798","-3,883"
"1937","11.09.01","-6,845","10,892","-3,724"
"1938","11.08.31","-3,429","2,647","1,029"
"1939","11.08.30","156","2,007","-2,415"
"1940","11.08.29","-1,957","-1,633","3,248"
"1941","11.08.26","-1,404","-620","1,705"
"1942","11.08.25","-543","-451","911"
"1943","11.08.24","2,431","938","-3,814"
"1944","11.08.23","-2,004","-647","2,516"
