"","Date","Individual","Foreigner","Institution"
"2562","09.03.09","907","-597","-311"
"2563","09.03.06","-1,101","-367","1,469"
"2564","09.03.05","-78","676","-598"
"2565","09.03.04","-476","-1,776","2,252"
"2566","09.03.03","-776","-1,768","2,544"
"2567","09.03.02","4,064","-4,087","22"
"2568","09.02.27","-846","-35","880"
"2569","09.02.26","1,140","-987","-153"
"2570","09.02.25","2,212","-487","-1,726"
"2571","09.02.24","2,548","-2,988","440"
"2572","09.02.23","165","-121","-44"
"2573","09.02.20","3,436","-3,572","135"
"2574","09.02.19","3,643","-1,340","-2,303"
"2575","09.02.18","5,013","-1,722","-3,291"
"2576","09.02.17","4,805","-1,748","-3,057"
"2577","09.02.16","2,887","-148","-2,738"
"2578","09.02.13","-557","-1,285","1,842"
"2579","09.02.12","6,699","-2,106","-4,593"
"2580","09.02.11","1,435","-1,100","-334"
"2581","09.02.10","568","-2,167","1,599"
"2582","09.02.09","-76","475","-399"
"2583","09.02.06","-1,524","980","544"
"2584","09.02.05","-1,934","2,720","-786"
"2585","09.02.04","-6,197","2,231","3,966"
"2586","09.02.03","-1,568","2,356","-788"
"2587","09.02.02","1,208","2,297","-3,505"
"2588","09.01.30","-2,624","391","2,233"
"2589","09.01.29","-6,710","3,758","2,952"
"2590","09.01.28","-7,045","1,408","5,638"
"2591","09.01.23","2,705","-1,473","-1,232"
"2592","09.01.22","1,996","-636","-1,360"
"2593","09.01.21","2,901","-2,428","-473"
"2594","09.01.20","1,892","-616","-1,275"
"2595","09.01.19","-1,308","1,630","-322"
"2596","09.01.16","2,363","-3,075","712"
"2597","09.01.15","5,635","-1,782","-3,853"
"2598","09.01.14","-65","103","-37"
"2599","09.01.13","2,048","313","-2,362"
"2600","09.01.12","2,080","-992","-1,088"
"2601","09.01.09","2,501","-854","-1,647"
"2602","09.01.08","1,895","-1,326","-569"
"2603","09.01.07","-5,887","5,606","281"
"2604","09.01.06","-7,514","3,683","3,830"
"2605","09.01.05","-2,513","3,341","-829"
"2606","09.01.02","-1,574","643","931"
"2607","08.12.30","-4,856","1,917","2,939"
"2608","08.12.29","-1,075","451","624"
"2609","08.12.26","949","-534","-416"
"2610","08.12.24","1,316","-1,013","-303"
"2611","08.12.23","1,366","-659","-707"
"2612","08.12.22","1,327","189","-1,516"
"2613","08.12.19","-2,489","2,332","157"
"2614","08.12.18","-1,743","79","1,663"
"2615","08.12.17","707","1,304","-2,011"
"2616","08.12.16","1,692","-596","-1,095"
"2617","08.12.15","-2,732","975","1,757"
"2618","08.12.12","3,181","115","-3,296"
"2619","08.12.11","-2,682","-1,152","3,834"
"2620","08.12.10","-7,920","3,360","4,560"
"2621","08.12.09","-2,283","1,992","292"
"2622","08.12.08","-7,686","1,146","6,540"
"2623","08.12.05","-2,427","-62","2,489"
"2624","08.12.04","1,585","-99","-1,486"
"2625","08.12.03","3,353","-1,437","-1,916"
"2626","08.12.02","624","-96","-527"
"2627","08.12.01","305","338","-644"
"2628","08.11.28","-4,741","2,756","1,985"
"2629","08.11.27","-4,507","1,939","2,568"
"2630","08.11.26","-3,182","1,185","1,997"
"2631","08.11.25","-498","-524","1,022"
"2632","08.11.24","1,314","-834","-481"
"2633","08.11.21","-641","63","577"
"2634","08.11.20","285","-879","594"
"2635","08.11.19","2,555","-2,443","-112"
"2636","08.11.18","3,621","-1,642","-1,978"
"2637","08.11.17","1,223","-1,029","-194"
"2638","08.11.14","4,242","-1,367","-2,875"
"2639","08.11.13","4,161","-3,605","-556"
"2640","08.11.12","-576","-1,784","2,359"
"2641","08.11.11","-348","-976","1,324"
"2642","08.11.10","-2,041","89","1,952"
"2643","08.11.07","36","-276","240"
"2644","08.11.06","1,541","-2,830","1,289"
"2645","08.11.05","-2,146","671","1,476"
"2646","08.11.04","1,157","-4,507","3,351"
"2647","08.11.03","2,092","-444","-1,648"
"2648","08.10.31","-2,615","3,215","-599"
"2649","08.10.30","-2,050","272","1,777"
"2650","08.10.29","-61","82","-21"
"2651","08.10.28","-162","-2,821","2,983"
"2652","08.10.27","-3,546","-3,179","6,724"
"2653","08.10.24","-794","-2,750","3,543"
"2654","08.10.23","1,364","-992","-372"
"2655","08.10.22","3,357","-3,569","212"
"2656","08.10.21","1,305","-108","-1,197"
"2657","08.10.20","-561","-3,475","4,036"
"2658","08.10.17","5,827","-4,943","-884"
"2659","08.10.16","5,700","-6,198","498"
"2660","08.10.15","2,364","-4,427","2,063"
"2661","08.10.14","-802","1,396","-594"
"2662","08.10.13","1,303","-5,186","3,883"
"2663","08.10.10","2,912","-4,010","1,098"
"2664","08.10.09","-160","-845","1,005"
"2665","08.10.08","1,543","-447","-1,096"
"2666","08.10.07","-123","-1,087","1,210"
"2667","08.10.06","4,070","-2,481","-1,589"
"2668","08.10.02","2,249","-3,243","994"
"2669","08.10.01","3,505","-1,073","-2,432"
"2670","08.09.30","-753","-1,044","1,797"
"2671","08.09.29","3,776","4,700","-8,476"
"2672","08.09.26","2,431","-1,679","-752"
"2673","08.09.25","1,309","-2,318","1,009"
"2674","08.09.24","-85","422","-338"
"2675","08.09.23","-393","-2,823","3,216"
"2676","08.09.22","-3,810","2,146","1,664"
"2677","08.09.19","-8,097","2,471","5,626"
"2678","08.09.18","3,559","-4,983","1,424"
"2679","08.09.17","662","1,159","-1,820"
"2680","08.09.16","-2,603","-6,054","8,657"
"2681","08.09.12","-1,450","-3,928","5,378"
"2682","08.09.11","5,149","1,135","-6,284"
"2683","08.09.10","142","-5,513","5,371"
"2684","08.09.09","2,306","-2,062","-244"
"2685","08.09.08","-1,400","97","1,302"
"2686","08.09.05","1,050","-2,526","1,476"
"2687","08.09.04","1,889","-3,015","1,126"
"2688","08.09.03","-1,339","-80","1,420"
"2689","08.09.02","-4,246","-2,526","6,773"
"2690","08.09.01","-3,617","-277","3,893"
"2691","08.08.29","-2,148","-2,391","4,539"
"2692","08.08.28","352","-544","192"
"2693","08.08.27","-1,708","-2,871","4,579"
"2694","08.08.26","-1,275","-3,276","4,550"
"2695","08.08.25","-1,263","-991","2,254"
"2696","08.08.22","-401","-2,760","3,162"
"2697","08.08.21","1,443","-1,557","115"
"2698","08.08.20","1,686","-4,324","2,637"
"2699","08.08.19","2,071","-3,666","1,595"
"2700","08.08.18","763","32","-794"
"2701","08.08.14","-68","626","-558"
"2702","08.08.13","2,193","-56","-2,137"
"2703","08.08.12","-2,479","1,606","873"
"2704","08.08.11","-2,051","-1,171","3,222"
"2705","08.08.08","-286","-397","683"
"2706","08.08.07","269","357","-626"
"2707","08.08.06","-1,770","-786","2,556"
"2708","08.08.05","-342","-5,730","6,072"
"2709","08.08.04","3,338","-953","-2,384"
"2710","08.08.01","1,342","-1,147","-195"
"2711","08.07.31","-1,579","847","732"
"2712","08.07.30","349","-2,610","2,261"
"2713","08.07.29","2,919","-1,522","-1,397"
"2714","08.07.28","2,301","-2,602","301"
"2715","08.07.25","1,071","-1,813","741"
"2716","08.07.24","-2,821","1,662","1,160"
"2717","08.07.23","-1,312","-2,793","4,106"
"2718","08.07.22","-116","-2,001","2,117"
"2719","08.07.21","-3,455","-2,056","5,511"
"2720","08.07.18","1,243","-1,805","561"
"2721","08.07.17","1,942","-1,338","-605"
"2722","08.07.16","1,697","-4,374","2,678"
"2723","08.07.15","1,683","-2,475","792"
"2724","08.07.14","1,323","-2,261","938"
"2725","08.07.11","1,150","-3,278","2,129"
"2726","08.07.10","-194","-2,611","2,805"
"2727","08.07.09","505","-1,814","1,308"
"2728","08.07.08","-892","-2,630","3,522"
"2729","08.07.07","-1,555","-1,167","2,723"
"2730","08.07.04","561","-2,658","2,097"
"2731","08.07.03","-2,461","-4,435","6,896"
"2732","08.07.02","-1,641","-4,219","5,860"
"2733","08.07.01","-1,108","-1,483","2,591"
"2734","08.06.30","-2,822","-1,491","4,313"
"2735","08.06.27","181","-4,113","3,932"
"2736","08.06.26","-222","-193","414"
"2737","08.06.25","243","-3,022","2,779"
"2738","08.06.24","1,247","-3,692","2,444"
"2739","08.06.23","634","-4,010","3,376"
"2740","08.06.20","1,272","-1,871","599"
"2741","08.06.19","3,048","-2,578","-471"
"2742","08.06.18","-1,084","-2,179","3,262"
"2743","08.06.17","892","-1,953","1,061"
"2744","08.06.16","740","-621","-119"
"2745","08.06.13","45","-3,417","3,372"
"2746","08.06.12","5,551","-9,690","4,139"
"2747","08.06.11","1,999","-3,078","1,079"
"2748","08.06.10","3,149","-2,763","-386"
"2749","08.06.09","119","-1,593","1,474"
"2750","08.06.05","748","1,226","-1,974"
"2751","08.06.04","-609","-2,166","2,775"
"2752","08.06.03","2,459","-1,654","-805"
"2753","08.06.02","634","1,175","-1,809"
"2754","08.05.30","-1,918","2,335","-417"
"2755","08.05.29","-6,001","757","5,244"
"2756","08.05.28","800","3,539","-4,339"
"2757","08.05.27","-1,020","-206","1,226"
"2758","08.05.26","545","-1,326","781"
"2759","08.05.23","1,766","276","-2,041"
"2760","08.05.22","4,020","-1,780","-2,240"
"2761","08.05.21","1,153","1,395","-2,547"
"2762","08.05.20","2,663","-1,978","-686"
"2763","08.05.19","1,246","-571","-675"
"2764","08.05.16","-1,126","4,473","-3,347"
"2765","08.05.15","-7,160","3,217","3,943"
"2766","08.05.14","1,306","-24","-1,282"
"2767","08.05.13","-1,485","512","973"
"2768","08.05.09","4,569","1,256","-5,825"
"2769","08.05.08","1,285","-3,329","2,044"
"2770","08.05.07","-1,102","-212","1,313"
"2771","08.05.06","-2,047","-342","2,388"
"2772","08.05.02","-2,039","1,223","816"
"2773","08.04.30","61","-3,149","3,087"
"2774","08.04.29","604","585","-1,189"
"2775","08.04.28","1,271","2,826","-4,098"
"2776","08.04.25","-2,801","946","1,855"
"2777","08.04.24","608","1,254","-1,861"
"2778","08.04.23","-750","-1,982","2,732"
"2779","08.04.22","79","286","-365"
"2780","08.04.21","-2,719","3,262","-543"
"2781","08.04.18","-151","-2,779","2,930"
"2782","08.04.17","-2,459","1,574","884"
"2783","08.04.16","-1,161","-2,550","3,711"
"2784","08.04.15","2,292","-3,712","1,420"
"2785","08.04.14","3,108","-1,079","-2,030"
"2786","08.04.11","-495","-5,091","5,586"
"2787","08.04.10","2,495","-4,404","1,910"
"2788","08.04.08","1,932","713","-2,645"
"2789","08.04.07","-3,219","-1,657","4,875"
"2790","08.04.04","-1,717","804","913"
"2791","08.04.03","-2,417","-154","2,571"
"2792","08.04.02","-4,375","2,389","1,985"
"2793","08.04.01","350","256","-606"
"2794","08.03.31","466","2,013","-2,479"
"2795","08.03.28","-3,467","1,406","2,062"
"2796","08.03.27","185","-2,144","1,958"
"2797","08.03.26","409","987","-1,396"
"2798","08.03.25","-3,467","4,478","-1,011"
"2799","08.03.24","-991","449","542"
"2800","08.03.21","-1,135","797","338"
"2801","08.03.20","453","-711","258"
"2802","08.03.19","-3,534","5,329","-1,794"
"2803","08.03.18","345","-4,196","3,851"
"2804","08.03.17","995","-6,465","5,469"
"2805","08.03.14","1,315","-2,824","1,509"
"2806","08.03.13","4,517","-7,728","3,211"
"2807","08.03.12","-2,707","-1,126","3,833"
"2808","08.03.11","1,490","-4,304","2,814"
"2809","08.03.10","-806","-2,570","3,376"
"2810","08.03.07","3,788","-3,366","-423"
"2811","08.03.06","-2,599","-1,482","4,081"
"2812","08.03.05","941","-3,234","2,294"
"2813","08.03.04","2,765","-3,426","660"
"2814","08.03.03","2,611","-2,381","-230"
"2815","08.02.29","3,878","-213","-3,665"
"2816","08.02.28","-1,464","1,474","-10"
"2817","08.02.27","-1,914","567","1,347"
"2818","08.02.26","-810","1,489","-679"
"2819","08.02.25","-2,182","-2,591","4,773"
"2820","08.02.22","4,004","-2,398","-1,605"
"2821","08.02.21","27","-2,396","2,369"
"2822","08.02.20","3,088","630","-3,718"
"2823","08.02.19","-1,254","-1,779","3,033"
"2824","08.02.18","590","-1,495","905"
"2825","08.02.15","149","-778","629"
"2826","08.02.14","-4,679","-2,493","7,172"
"2827","08.02.13","2,258","-2,524","265"
"2828","08.02.12","2,358","-4,274","1,916"
"2829","08.02.11","2,941","-5,057","2,116"
"2830","08.02.05","-1,475","-1,680","3,155"
"2831","08.02.04","-3,821","2,656","1,165"
"2832","08.02.01","866","773","-1,639"
"2833","08.01.31","-4,890","-137","5,028"
"2834","08.01.30","-912","-893","1,806"
"2835","08.01.29","604","-4,085","3,481"
"2836","08.01.28","943","-2,686","1,743"
"2837","08.01.25","-1,335","-991","2,326"
"2838","08.01.24","-88","-4,032","4,120"
"2839","08.01.23","506","-5,711","5,205"
"2840","08.01.22","-1,570","-8,289","9,859"
"2841","08.01.21","1,897","-4,092","2,195"
"2842","08.01.18","3,203","-10,056","6,853"
"2843","08.01.17","2,243","-6,982","4,739"
"2844","08.01.16","1,449","-10,162","8,713"
"2845","08.01.15","-35","-3,455","3,489"
"2846","08.01.14","188","-5,468","5,279"
"2847","08.01.11","2,470","-1,420","-1,050"
"2848","08.01.10","2,968","-773","-2,195"
"2849","08.01.09","871","-3,782","2,911"
"2850","08.01.08","565","-3,695","3,129"
"2851","08.01.07","2,810","-5,006","2,196"
"2852","08.01.04","401","-994","594"
"2853","08.01.03","1,591","-3,202","1,611"
"2854","08.01.02","3,622","659","-4,281"
"2855","07.12.28","-679","221","458"
"2856","07.12.27","-2,458","264","2,193"
"2857","07.12.26","-1,198","-187","1,386"
"2858","07.12.24","-2,067","-364","2,431"
"2859","07.12.21","-2,905","-2,976","5,882"
"2860","07.12.20","2,168","-1,351","-817"
"2861","07.12.18","1,105","-6,250","5,145"
"2862","07.12.17","1,920","-2,432","512"
"2863","07.12.14","3,253","-4,759","1,506"
"2864","07.12.13","5,551","-251","-5,300"
"2865","07.12.12","922","-4,101","3,179"
"2866","07.12.11","-22","-1,600","1,622"
"2867","07.12.10","-688","-265","953"
"2868","07.12.07","-1,725","2,953","-1,229"
"2869","07.12.06","-3,146","1,126","2,021"
"2870","07.12.05","-224","-2,064","2,288"
"2871","07.12.04","504","-2,673","2,169"
"2872","07.12.03","1,354","45","-1,399"
"2873","07.11.30","-4,864","407","4,457"
"2874","07.11.29","-6,459","-390","6,848"
"2875","07.11.28","2,471","-811","-1,660"
"2876","07.11.27","-2,577","-2,496","5,074"
"2877","07.11.26","221","704","-925"
"2878","07.11.23","-3,634","-784","4,419"
"2879","07.11.22","-1,307","-5,646","6,953"
"2880","07.11.21","3,943","-423","-3,521"
"2881","07.11.20","3,159","-7,102","3,943"
"2882","07.11.19","884","-2,236","1,352"
"2883","07.11.16","2,695","-4,747","2,052"
"2884","07.11.15","-919","-4,836","5,755"
"2885","07.11.14","1,218","-6,455","5,238"
"2886","07.11.13","2,334","-8,774","6,441"
"2887","07.11.12","2,108","-2,688","580"
"2888","07.11.09","1,138","-8,498","7,360"
"2889","07.11.08","9,527","-3,776","-5,751"
"2890","07.11.07","-702","106","596"
"2891","07.11.06","-182","-5,862","6,044"
"2892","07.11.05","2,769","-1,429","-1,340"
"2893","07.11.02","4,178","-2,003","-2,175"
"2894","07.11.01","-78","540","-463"
"2895","07.10.31","232","-1,988","1,756"
"2896","07.10.30","735","1,020","-1,755"
"2897","07.10.29","448","951","-1,398"
"2898","07.10.26","-3,389","-2,782","6,171"
"2899","07.10.25","-1,745","-370","2,115"
"2900","07.10.24","-2,263","2,005","258"
"2901","07.10.23","3,526","-3,299","-227"
"2902","07.10.22","-1,091","-1,379","2,471"
"2903","07.10.19","3,304","-1,489","-1,815"
"2904","07.10.18","849","-2,507","1,658"
"2905","07.10.17","4,553","-4,518","-34"
"2906","07.10.16","2,962","-4,289","1,327"
"2907","07.10.15","845","-2,215","1,370"
"2908","07.10.12","4,621","-633","-3,987"
"2909","07.10.11","1,410","-3,685","2,275"
"2910","07.10.10","-2,020","207","1,814"
"2911","07.10.09","1,343","-1,842","499"
"2912","07.10.08","-554","2,457","-1,903"
"2913","07.10.05","504","1,359","-1,863"
"2914","07.10.04","2,509","-3,352","843"
"2915","07.10.02","-7,062","6,020","1,041"
"2916","07.10.01","-1,324","-691","2,014"
"2917","07.09.28","1,037","-155","-882"
"2918","07.09.27","-502","-938","1,440"
"2919","07.09.21","1,785","-2,010","225"
"2920","07.09.20","-3,425","1,807","1,619"
"2921","07.09.19","-6,979","-3,479","10,458"
"2922","07.09.18","3,068","-1,346","-1,722"
"2923","07.09.17","1,574","-1,286","-287"
"2924","07.09.14","-1,647","-2,607","4,254"
"2925","07.09.13","-542","-3,875","4,417"
"2926","07.09.12","1,843","21","-1,864"
"2927","07.09.11","771","-2,471","1,700"
"2928","07.09.10","1,854","-1,686","-168"
"2929","07.09.07","-1,108","1,258","-150"
"2930","07.09.06","-1,175","-3,985","5,160"
"2931","07.09.05","2,369","2,805","-5,174"
"2932","07.09.04","-1,380","-631","2,012"
"2933","07.09.03","1,173","-577","-596"
"2934","07.08.31","-4,999","-2,237","7,236"
"2935","07.08.30","168","-3,368","3,200"
"2936","07.08.29","1,028","-6,968","5,939"
"2937","07.08.28","-1,449","-3,163","4,612"
"2938","07.08.27","-114","662","-548"
"2939","07.08.24","1,514","-2,213","698"
"2940","07.08.23","-3,929","-1,042","4,971"
"2941","07.08.22","613","-4,846","4,234"
"2942","07.08.21","285","-3,053","2,768"
"2943","07.08.20","5,554","-3,801","-1,753"
"2944","07.08.17","4,460","-8,716","4,256"
"2945","07.08.16","-6,988","-10,327","17,315"
"2946","07.08.14","-350","-2,260","2,610"
"2947","07.08.13","-2,357","-4,658","7,015"
"2948","07.08.10","7,412","-5,257","-2,155"
"2949","07.08.09","-357","563","-206"
"2950","07.08.08","-3,422","-4,534","7,955"
"2951","07.08.07","1,604","-4,693","3,089"
"2952","07.08.06","3,053","-4,951","1,898"
"2953","07.08.03","-90","-2,467","2,557"
"2954","07.08.02","1,098","-4,658","3,560"
"2955","07.08.01","5,838","-5,192","-646"
"2956","07.07.31","1,372","-1,332","-40"
"2957","07.07.30","719","-5,669","4,950"
"2958","07.07.27","7,138","-8,425","1,287"
"2959","07.07.26","3,989","-5,168","1,179"
"2960","07.07.25","2,983","-6,656","3,673"
"2961","07.07.24","74","-584","510"
"2962","07.07.23","1,444","-2,743","1,299"
"2963","07.07.20","-2,139","-762","2,901"
"2964","07.07.19","678","-4,496","3,818"
"2965","07.07.18","4,396","-5,921","1,524"
"2966","07.07.16","1,124","-6,376","5,252"
"2967","07.07.13","-4,071","-954","5,025"
"2968","07.07.12","-41","864","-823"
"2969","07.07.11","1,855","-1,935","79"
"2970","07.07.10","1,144","-793","-351"
"2971","07.07.09","246","991","-1,237"
"2972","07.07.06","-11","-273","284"
"2973","07.07.05","-2,280","1,729","550"
"2974","07.07.04","-293","520","-227"
"2975","07.07.03","-2,253","676","1,578"
"2976","07.07.02","-1,315","-1,015","2,331"
"2977","07.06.29","-2,118","-1,083","3,202"
"2978","07.06.28","69","-855","787"
"2979","07.06.27","918","-1,657","739"
"2980","07.06.26","334","-3,227","2,892"
"2981","07.06.25","-2,155","-2,322","4,477"
"2982","07.06.22","1,421","-1,167","-255"
"2983","07.06.21","-791","997","-206"
"2984","07.06.20","1,012","-3,189","2,178"
"2985","07.06.19","3,956","-1,859","-2,097"
"2986","07.06.18","1,284","-3,508","2,224"
"2987","07.06.15","1,053","778","-1,831"
"2988","07.06.14","-4,644","-4,612","9,256"
"2989","07.06.13","920","-3,160","2,240"
"2990","07.06.12","-884","-3,020","3,903"
"2991","07.06.11","1,697","-970","-727"
"2992","07.06.08","2,116","-4,386","2,269"
"2993","07.06.07","2,229","-3,709","1,480"
"2994","07.06.05","432","-445","13"
"2995","07.06.04","606","1,941","-2,546"
"2996","07.06.01","-1,270","92","1,178"
"2997","07.05.31","-2,369","-250","2,619"
"2998","07.05.30","2,109","320","-2,428"
"2999","07.05.29","461","1,255","-1,715"
"3000","07.05.28","1,227","-68","-1,159"
"3001","07.05.25","1,270","-1,336","66"
"3002","07.05.23","-484","833","-348"
"3003","07.05.22","512","4,660","-5,171"
"3004","07.05.21","-1,893","-1,932","3,826"
"3005","07.05.18","229","2","-231"
"3006","07.05.17","1,071","880","-1,951"
"3007","07.05.16","633","-753","121"
"3008","07.05.15","-942","210","732"
"3009","07.05.14","1,057","39","-1,096"
"3010","07.05.11","2,124","-20","-2,104"
"3011","07.05.10","-546","1,124","-578"
"3012","07.05.09","1,117","-2,008","890"
"3013","07.05.08","300","1,479","-1,778"
"3014","07.05.07","269","-1,202","933"
"3015","07.05.04","-340","-632","971"
"3016","07.05.03","1,337","-672","-665"
"3017","07.05.02","235","-193","-43"
"3018","07.04.30","93","565","-658"
"3019","07.04.27","342","1,801","-2,143"
"3020","07.04.26","-869","-745","1,614"
"3021","07.04.25","2,153","-608","-1,545"
"3022","07.04.24","1,005","1,514","-2,519"
"3023","07.04.23","-212","3,053","-2,841"
"3024","07.04.20","-237","544","-308"
"3025","07.04.19","2,142","719","-2,861"
"3026","07.04.18","-567","934","-367"
"3027","07.04.17","-202","2,436","-2,234"
"3028","07.04.16","-271","775","-504"
"3029","07.04.13","-1,347","3,971","-2,624"
"3030","07.04.12","-1,852","-948","2,800"
"3031","07.04.11","-1,609","2,043","-435"
"3032","07.04.10","2,284","1,314","-3,599"
"3033","07.04.09","584","1,675","-2,259"
"3034","07.04.06","280","1,801","-2,081"
"3035","07.04.05","-1,050","2,402","-1,352"
"3036","07.04.04","-2,267","4,101","-1,835"
"3037","07.04.03","1,110","838","-1,948"
"3038","07.04.02","601","-1,052","451"
"3039","07.03.30","1,078","939","-2,017"
"3040","07.03.29","142","-624","482"
"3041","07.03.28","1,669","532","-2,201"
"3042","07.03.27","-874","-379","1,253"
"3043","07.03.26","-983","385","598"
"3044","07.03.23","-801","733","68"
"3045","07.03.22","-1,530","677","852"
"3046","07.03.21","-148","371","-223"
"3047","07.03.20","-397","139","258"
"3048","07.03.19","-731","-1,881","2,612"
"3049","07.03.16","-193","-345","538"
"3050","07.03.15","-268","-1,656","1,923"
"3051","07.03.14","1,603","-2,275","673"
"3052","07.03.13","523","567","-1,090"
"3053","07.03.12","-788","680","108"
"3054","07.03.09","367","426","-793"
"3055","07.03.08","-62","-2,763","2,824"
"3056","07.03.07","94","618","-712"
"3057","07.03.06","863","-2,608","1,745"
"3058","07.03.05","2,093","-2,787","694"
"3059","07.03.02","1,987","-1,544","-442"
"3060","07.02.28","4,739","-3,075","-1,664"
"3061","07.02.27","55","255","-311"
"3062","07.02.26","130","1,659","-1,789"
"3063","07.02.23","-903","4,545","-3,642"
"3064","07.02.22","-2,240","278","1,961"
"3065","07.02.21","-128","744","-616"
"3066","07.02.20","43","1,451","-1,494"
"3067","07.02.16","-224","1,893","-1,669"
"3068","07.02.15","-924","2,517","-1,593"
"3069","07.02.14","-2,110","-136","2,246"
"3070","07.02.13","332","-1,862","1,530"
"3071","07.02.12","1,523","-1,213","-310"
"3072","07.02.09","-857","-1,061","1,918"
"3073","07.02.08","1,059","-2,079","1,020"
"3074","07.02.07","-4","977","-973"
"3075","07.02.06","-334","1,123","-789"
"3076","07.02.05","-1,550","2,783","-1,233"
"3077","07.02.02","-4,706","3,515","1,191"
"3078","07.02.01","-2,459","78","2,382"
"3079","07.01.31","484","460","-944"
"3080","07.01.30","-557","-1,023","1,580"
"3081","07.01.29","794","-557","-237"
"3082","07.01.26","-5","-562","567"
"3083","07.01.25","-850","761","89"
"3084","07.01.24","-1,223","475","748"
"3085","07.01.23","-714","474","240"
"3086","07.01.22","-373","-369","741"
"3087","07.01.19","344","957","-1,301"
"3088","07.01.18","-417","-461","878"
"3089","07.01.17","339","1,668","-2,006"
"3090","07.01.16","-385","-518","902"
"3091","07.01.15","-543","3,267","-2,724"
"3092","07.01.12","-197","718","-521"
"3093","07.01.11","1,122","-272","-850"
"3094","07.01.10","1,883","-558","-1,325"
"3095","07.01.09","343","-102","-241"
"3096","07.01.08","1,418","-2,318","899"
"3097","07.01.05","2,019","-175","-1,843"
"3098","07.01.04","2,301","-907","-1,394"
"3099","07.01.03","1,458","-561","-897"
"3100","07.01.02","301","194","-495"
"3101","06.12.28","-556","-248","804"
"3102","06.12.27","380","148","-528"
"3103","06.12.26","-312","1,596","-1,285"
"3104","06.12.22","-946","1,219","-273"
"3105","06.12.21","276","1,144","-1,420"
"3106","06.12.20","-592","-167","758"
"3107","06.12.19","428","-612","183"
"3108","06.12.18","-341","260","81"
"3109","06.12.15","679","-415","-264"
"3110","06.12.14","-1,114","7,756","-6,642"
"3111","06.12.13","285","7","-291"
"3112","06.12.12","367","1,457","-1,824"
"3113","06.12.11","340","-270","-70"
"3114","06.12.08","1,047","-1,689","643"
"3115","06.12.07","-492","-651","1,143"
"3116","06.12.06","-129","169","-39"
"3117","06.12.05","-190","802","-612"
"3118","06.12.04","1,097","-833","-264"
"3119","06.12.01","-322","460","-139"
"3120","06.11.30","-1,098","990","108"
"3121","06.11.29","-1,279","-1,437","2,716"
"3122","06.11.28","884","-1,356","472"
"3123","06.11.27","802","-901","99"
"3124","06.11.24","79","-1,180","1,101"
"3125","06.11.23","789","-834","45"
"3126","06.11.22","-244","-942","1,186"
"3127","06.11.21","1,027","-2,135","1,107"
"3128","06.11.20","899","-102","-797"
"3129","06.11.17","-134","-776","910"
"3130","06.11.16","58","1,069","-1,127"
"3131","06.11.15","-389","1,788","-1,399"
"3132","06.11.14","-364","603","-239"
"3133","06.11.13","1,340","-820","-520"
"3134","06.11.10","581","-917","336"
"3135","06.11.09","-417","-411","828"
"3136","06.11.08","351","-236","-115"
"3137","06.11.07","-975","-808","1,783"
"3138","06.11.06","1,435","-1,803","367"
"3139","06.11.03","701","-2,147","1,446"
"3140","06.11.02","-703","-1,673","2,376"
"3141","06.11.01","221","-2,030","1,809"
"3142","06.10.31","-193","-1,416","1,609"
"3143","06.10.30","-100","-1,131","1,231"
"3144","06.10.27","959","-1,203","244"
"3145","06.10.26","174","571","-745"
"3146","06.10.25","-519","6","513"
"3147","06.10.24","938","40","-979"
"3148","06.10.23","2,082","-3,609","1,527"
"3149","06.10.20","770","-1,750","980"
"3150","06.10.19","370","-489","120"
"3151","06.10.18","-1,066","-1,773","2,839"
"3152","06.10.17","-845","-303","1,148"
"3153","06.10.16","248","-333","85"
"3154","06.10.13","-1,588","-353","1,941"
"3155","06.10.12","1,371","-1,377","6"
"3156","06.10.11","-566","262","305"
"3157","06.10.10","-1,270","1,192","79"
"3158","06.10.09","-6,019","4,739","1,279"
"3159","06.10.04","222","1,001","-1,223"
"3160","06.10.02","-1,204","-565","1,770"
"3161","06.09.29","-1,150","167","982"
"3162","06.09.28","-2,321","-279","2,600"
"3163","06.09.27","-2,588","124","2,464"
"3164","06.09.26","836","311","-1,147"
"3165","06.09.25","-474","-2,958","3,432"
"3166","06.09.22","1,555","-642","-913"
"3167","06.09.21","367","-621","254"
"3168","06.09.20","2,209","-3,555","1,345"
"3169","06.09.19","546","659","-1,204"
"3170","06.09.18","-3,376","-727","4,103"
"3171","06.09.15","610","-2,105","1,495"
"3172","06.09.14","-1,550","-1,994","3,544"
"3173","06.09.13","392","10","-402"
"3174","06.09.12","1,814","-2,905","1,090"
"3175","06.09.11","984","-304","-680"
"3176","06.09.08","-301","-781","1,083"
"3177","06.09.07","64","-2,083","2,018"
"3178","06.09.06","-375","1,364","-989"
"3179","06.09.05","-715","927","-212"
"3180","06.09.04","-486","1,021","-535"
"3181","06.09.01","-35","-1,215","1,250"
"3182","06.08.31","-2,973","-1,254","4,228"
"3183","06.08.30","118","-382","264"
"3184","06.08.29","-1,739","194","1,545"
"3185","06.08.28","-902","-30","932"
"3186","06.08.25","-813","-1,633","2,446"
"3187","06.08.24","1,879","-2,336","457"
"3188","06.08.23","1,446","-1,577","130"
"3189","06.08.22","-378","-3,321","3,699"
"3190","06.08.21","744","-481","-263"
"3191","06.08.18","-1,444","1,418","26"
